
4904|3D Stock Car Championship|Firebird Software Ltd|1988|Arcade Game: Race 'n' Chase|/pub/sinclair/games/s/StockCarChampionship3D.tzx.zip|8
12129|3D Stock Cars II|Challenge Software|1992|Arcade Game: Race 'n' Chase|/pub/sinclair/games/s/StockCarsII3D.tzx.zip|8
12129|3D Stock Cars II|Challenge Software|1992|Arcade Game: Race 'n' Chase|/pub/sinclair/games/s/StockCarsII3D.z80.zip|10
4928|3D Strategy|Quicksilva Ltd|1983|Game: Board|/pub/sinclair/games/s/Strategy3D.tzx.zip|8
4928|3D Strategy|Quicksilva Ltd|1983|Game: Board|/pub/sinclair/games/s/Strategy3D.tap.zip|8
5136|3D Tank Duel|Realtime Games Software Ltd|1984|Arcade Game: Shoot-em-up|/pub/sinclair/games/t/TankDuel3D.tzx.zip|8
5136|3D Tank Duel|Realtime Games Software Ltd|1984|Arcade Game: Shoot-em-up|/pub/sinclair/games/t/TankDuel3D(MasterTape)(Battle-TankSimulator)(ZeppelinGamesLtd).tzx.zip|8
5136|3D Tank Duel|Realtime Games Software Ltd|1984|Arcade Game: Shoot-em-up|/pub/sinclair/games/t/TankDuel3D(2.99Classics).tzx.zip|8
5136|3D Tank Duel|Realtime Games Software Ltd|1984|Arcade Game: Shoot-em-up|/pub/sinclair/games/t/TankDuel3D.tap.zip|8
5136|3D Tank Duel|Realtime Games Software Ltd|1984|Arcade Game: Shoot-em-up|/pub/sinclair/games/t/TankDuel3D(Battle-TankSimulator)(ZeppelinGamesLtd).tzx.zip|8
5603|3D Vortex|J.K. Greye Enterprises Ltd|1983|Arcade Game: Shoot-em-up|/pub/sinclair/games/v/Vortex3D.z80.zip|10
5603|3D Vortex|J.K. Greye Enterprises Ltd|1983|Arcade Game: Shoot-em-up|/pub/sinclair/games/v/Vortex3D.tzx.zip|8
12733|3D-Roost|Fenomen|1998|Game: Puzzle|/pub/sinclair/trdos/games/123/3D-RoostDemo.trd.zip|11
12733|3D-Roost|Fenomen|1998|Game: Puzzle|/pub/sinclair/trdos/games/123/3D-Roost.trd.zip|11
5140|3D-Tanx|DK'Tronics Ltd|1982|Arcade Game: Shoot-em-up|/pub/sinclair/games/123/3D-Tanx.tap.zip|8
5140|3D-Tanx|DK'Tronics Ltd|1982|Arcade Game: Shoot-em-up|/pub/sinclair/games/123/3D-Tanx.tzx.zip|8
5140|3D-Tanx|DK'Tronics Ltd|1982|Arcade Game: Shoot-em-up|/pub/sinclair/games/123/3D-Tanx(PRISMMicro-informatiqueS.A.).tzx.zip|8
5140|3D-Tanx|DK'Tronics Ltd|1982|Arcade Game: Shoot-em-up|/pub/sinclair/games/123/3D-Tanx(Tanks3D)(ElettronicaCS).tzx.zip|8
33|3DC|Hit-Pak|1987|Arcade Game: Adventure|/pub/sinclair/games/123/3DC(Encore).tzx.zip|8
33|3DC|Hit-Pak|1987|Arcade Game: Adventure|/pub/sinclair/games/123/3DC.tap.zip|8
15577|4 Minute Warning|Magination Software|1984|Arcade Game: Maze|/pub/sinclair/games/123/4MinuteWarning.tzx.zip|8
27299|4 from 88|JeRrS|2012|Game: Puzzle|/pub/sinclair/games/123/4From88.tzx.zip|8
16718|4 on a Row|CrisiSofT|2005|Game: Board|/pub/sinclair/games/123/4OnARowV2.0a.tap.zip|8
16718|4 on a Row|CrisiSofT|2005|Game: Board|/pub/sinclair/games/123/4OnARowV3.0d.tap.zip|8
16718|4 on a Row|CrisiSofT|2005|Game: Board|/pub/sinclair/games/123/4OnARowV3.0c(compiled).z80.zip|10
18314|4K Race|Paolo Ferraris|2004|Arcade Game: Race 'n' Chase|/pub/sinclair/games/123/4KRace.tap.zip|8
18318|4K Race Refueled|Paolo Ferraris|2005|Arcade Game: Race 'n' Chase|/pub/sinclair/games/123/4KRaceRefueledV2.01.tap.zip|8
4000136|4K Race Refueled+|Paolo Ferraris|2005|Arcade Game: Race 'n' Chase|/pub/sinclair/timex/games/4KRaceRefueled+.tap.zip|8
12737|4X4 Puzzle|Clevers Group|1999|Game: Puzzle|/pub/sinclair/trdos/games/123/4X4Puzzle.trd.zip|11
27154|4k Tap-N-Join|Tom Dalby|2011|Game: Puzzle|/pub/sinclair/games/123/4kTap-N-Join(SpecialEdition).tap.zip|8
27154|4k Tap-N-Join|Tom Dalby|2011|Game: Puzzle|/pub/sinclair/games/123/4kTap-N-Join.tap.zip|8
36|4x4 Off-Road Racing|U.S. Gold Ltd|1988|Arcade Game: Race 'n' Chase|/pub/sinclair/games/123/4x4Off-RoadRacing(ErbeSoftwareS.A.).tzx.zip|8
36|4x4 Off-Road Racing|U.S. Gold Ltd|1988|Arcade Game: Race 'n' Chase|/pub/sinclair/games/123/4x4Off-RoadRacing.tap.zip|8
36|4x4 Off-Road Racing|U.S. Gold Ltd|1988|Arcade Game: Race 'n' Chase|/pub/sinclair/games/123/4x4Off-RoadRacing.tzx.zip|8
36|4x4 Off-Road Racing|U.S. Gold Ltd|1988|Arcade Game: Race 'n' Chase|/pub/sinclair/games/123/4x4Off-RoadRacing(Kixx).tzx.zip|8
